Movie,Box_office,Certificate,Release_Data,Run_time,Budget,Genre,Director,Producer,Lead_Actor1,Lead_Actor2,Lead_Actor3
rangeela,    20 Crores,,,,,,Ram Gopal Varma,Ram Gopal Varma,Aamir Khan,Jackie Shroff,Urmila Matondkar
chandni-bar,    4 Crores,,,,,,Madhur Bhandarkar,Lata Mohan,Tabu Hashmi,Atul Kulkarni,Upendra Limaye
kesari,    151 Crores, U/A (INDIA),21-Mar-19, 2 HOURS  31 MINUTES,₹ 126 CRORES,"Action, Drama, History, War",Anurag Singh,Akshay Kumar,Akshay Kumar,Vansh Bhardwaj,Parineeti Chopra
titli,    1 Crores, A (INDIA),6-May-15, 1 HOUR  56 MINUTES,,"Action, Drama, Thriller, Crime",Sharat Katariya,Aditya Chopra,Kanu Behl,Shivani Raghuvanshi,Lalit Behl
wake-up-sid,    27 Crores, U/A (INDIA),2-Oct-09, 2 HOURS  18 MINUTES,₹ 18 CRORES,"Comedy, Drama, Romance",Ayan Mukherjee,Karan Johar,Ranbir Kapoor,Anupam Kher,Konkona Sen Sharma
highway-i,    28 Crores, U/A (INDIA),20-Feb-14, 2 HOURS  13 MINUTES,₹ 25 CRORES,"Adventure, Drama, Romance, Crime",Imtiaz Ali,Imtiaz Ali,Alia Bhatt,Pradeep Nagar,Randeep Hooda
do-dooni-chaar,    4 Crores, U (INDIA),8-Oct-10, 1 HOUR  52 MINUTES,₹ 6 CRORES,"Comedy, Drama",Habib Faisal,Arindam Chowdhuri,Rishi Kapoor,Mohit Chadha,Aditi Vasudev
detective-byomkesh-bakshy,    26 Crores, U/A (INDIA),2-Apr-15, 2 HOURS  31 MINUTES,₹ 35 CRORES,"Action, Drama, Thriller, Adventure, Crime, Mystery",Dibakar Banerjee,Aditya Chopra,Sushant Singh Rajput,Divya Menon,Neeraj Kabi
parched,    1 Crores, A (INDIA),20-Apr-16, 1 HOUR  56 MINUTES,₹ 24 CRORES,Drama,Leena Yadav,Ajay Devgan,Tannishtha Chatterjee,Lehar Khan,Radhika Apte
the-sky-is-pink,    20 Crores, U/A (INDIA),11-Oct-19,,₹ 42 CRORES,"Drama, Biography, Family, Romance",Shonali Bose,Priyanka Chopra,Priyanka Chopra,Farhan Akhtar,Zaira Wasim
bandit-queen,    14 Crores, A (INDIA),28-Jan-95, 1 HOUR  59 MINUTES,₹ 3 CRORES,"Biography, Crime, Drama",Shekhar Kapur,Bobby Bedi,Manoj Bajpayee,Seema Biswas,Mahesh Chandra
ek-hasina-thi,    4 Crores,,,,,,Sriram Raghavan,Ram Gopal Varma,Saif Ali Khan,Seema Biswas,Urmila Matondkar
trapped-ii,    2 Crores, U/A (INDIA),16-Mar-17, 1 HOUR  45 MINUTES,₹ 5 CRORES,"Drama, Thriller, Action",Vikramaditya Motwane,Anurag Kashyap,Geetanjali Thapa,Rajkummar Rao,Khushboo Upadhyay
raincoat,    2 Crores, U (INDIA),24-Dec-04, 1 HOUR  57 MINUTES,₹ 5 CRORES,"Drama, Romance",Rituparno Ghosh,,Aishwarya Rai Bachchan,Ajay Devgan,Kailash Koppikar
bhavesh-joshi-superhero,    1 Crores, U/A (INDIA),1-Jun-18, 2 HOURS  35 MINUTES,₹ 21 CRORES,"Action, Drama",Vikramaditya Motwane,Anurag Kashyap,Harshvardhan Kapoor,Radhika Apte,Hrishikesh Joshi
shaadi-mein-zaroor-aana,    15 Crores, U/A (INDIA),9-Nov-17, 2 HOURS  17 MINUTES,₹ 13 CRORES,"Drama, Family, Romance, Romantic comedy",Ratnaa Sinha,Vinod Bachchan,Kriti Kharbanda,Rajkummar Rao,Alka Amin
madaari,    17 Crores,,22-Jul-16, 2 HOURS  13 MINUTES,,"Adventure, Crime, Drama, Thriller",Nishikant Kamat,,Irrfan Khan,Jimmy Shergill,Vishesh Bansal
sarkar,    24 Crores,,,,,,Ram Gopal Varma,Ram Gopal Varma,Katrina Kaif,Amitabh Bachchan,Abhishek Bachchan
ghajinikanth1,    , U (INDIA),17-Feb-17, 1 HOUR  57 MINUTES,,"Action, Drama, History, Thriller, War",Sankalp Reddy,Prasad V Potluri,Suriya Sivakumar,Amitabh Bachchan,Rana Daggubati
prahaar-the-final-attack,    ,,,,,,Nana Patekar,Sudhakar Bokade,Subhankar Ghosh,Nana Patekar,Madhuri Dixit
koi-mil-gaya,    82 Crores, U (INDIA),8-Aug-03, 2 HOURS  52 MINUTES,₹ 30 CRORES,"Drama, Fantasy, Romance, Sci-fi, Action",Rakesh Roshan,Rakesh Roshan,Hrithik Roshan,Preity Zinta,Rekha Ganesan
kaminey,    41 Crores, U/A (INDIA),14-Aug-09, 2 HOURS  11 MINUTES,₹ 40 CRORES,"Action, Comedy, Crime, Drama, Romance, Thriller",Vishal Bhardwaj,Ronnie Screwvala,Shahid Kapoor,Priyanka Chopra,Hrishikesh Joshi
virasat,    11 Crores,,,,,,Priyadarshan Nair,Mohammad Riaz,Tabu Hashmi,Anil Kapoor,Milind Gunaji
gadar-ek-prem-katha,    133 Crores,,,,,,Anil Sharma,Nittin Keni,Sunny Deol,Amita Khopkar,Vikrant Chaturvedi
golmaal-fun-unlimited,    41 Crores,,,,,,Rohit Shetty,Dhilin Mehta,Ajay Devgan,Sharman Joshi,Siddharth Jadhav
maine-pyar-kiya,    30 Crores,,,,,,Sooraj R Barjatya,Tarachand Barjatya,Sooraj R. Barjatya,Salman Khan,Laxmikant Berde
once-upon-a-time-in-mumbaai,    58 Crores, U/A (INDIA),30-Jul-10, 2 HOURS  12 MINUTES,₹ 35 CRORES,"Action, Crime, Drama, Romance",Milan Luthria,Ekta Kapoor,Emraan Hashmi,Kangana Ranaut,Ajay Devgan
19711,    32 Lakhs, U/A (INDIA),9-Mar-07, 2 HOURS  29 MINUTES,₹ 5 CRORES,"Action, Drama, War",,,Manoj Bajpayee,Deepak Dobriyal,Manav Kaul
kyaa-super-kool-hain-hum2,    42 Crores,,2018, 1 HOUR  0 MINUTE,₹ 19 CRORES,,,,,,
padmavati,    585 Crores, U/A (INDIA),25-Jan-18, 2 HOURS  43 MINUTES,₹ 215 CRORES,"Drama, History, Romance, Action, War",Sanjay Leela Bhansali,Shobha Sant,Ranveer Singh,Shahid Kapoor,Deepika Padukone
khamoshi-the-musical,    14 Crores,,,,,,Sanjay Leela Bhansali,,Nana Patekar,Salman Khan,Manisha Koirala
kabir-singh,    276 Crores, A (INDIA),21-Jun-19, 2 HOURS  54 MINUTES,₹ 68 CRORES,"Drama, Action, Romance, Crime",Sandeep Reddy Vanga,Bhushan Kumar,Shahid Kapoor,Kiara Advani,Adil Hussain
mohabbatein,    41 Crores,,,,,,Aditya Chopra,Yash Chopra,Aishwarya Rai Bachchan,Amitabh Bachchan,Shah Rukh Khan
jolly-llb,    30 Crores, U/A (INDIA),14-Mar-13, 2 HOURS  11 MINUTES,₹ 13 CRORES,"Comedy, Drama, Crime",Subhash Kapoor,,Kannan Arunachalam,Mohan Agashe,Amrita Rao
socha-na-tha,    3 Crores,,,,,,Imtiaz Ali,Dharmendra,Abhay Deol,Apoorva Jha,Ayesha Takia
phas-gaye-re-obama,    2 Crores, A (INDIA),3-Dec-10, 1 HOUR  48 MINUTES,₹ 6 CRORES,"Comedy, Crime, Drama",Subhash Kapoor,Ashok Pandey,Ranjan Chhabra,Pragati Pandey,Pragati Pandey
hungama1,    12 Crores,,,,,,,,,,
hichki,    46 Crores, U (INDIA),22-Mar-18, 1 HOUR  56 MINUTES,₹ 20 CRORES,"Comedy, Drama",Siddharth Malhotra,Aditya Chopra,Siddharth P Malhotra,Rani Mukerji,Ria Shukla
rocket-singh-salesman-of-the-year,    20 Crores,,11-Dec-09, 2 HOURS  30 MINUTES,₹ 16 CRORES,"Comedy, Drama",Shimit Amin,,Ranbir Kapoor,Imtiaz Ahamed,Naveen Kaushik
october,    37 Crores, U (INDIA),12-Apr-18, 1 HOUR  55 MINUTES,₹ 33 CRORES,"Drama, Romance, Thriller",Shoojit Sircar,Shoojit Sircar,Varun Dhawan,Nikita Anand,Ashish Ghosh
tum-bin-love-will-find-a-way,    8 Crores,,,,,,Anubhav Sinha,,Priyanshu Chatterjee,Himanshu Malik,Sandali Sinha
ek-doctor-ki-maut,    ,,,,,,Tapan Sinha,,Irrfan Khan,Vasant Choudhury,Shabana Azmi
rehnaa-hai-terre-dil-mein,    5 Crores,,,,,,Gautham Menon,Vashu Bhagnani,R Madhavan,Saif Ali Khan,Anupam Kher
life-in-a-metro,    15 Crores, A (INDIA),11-May-07, 2 HOURS  12 MINUTES,₹ 9 CRORES,"Comedy, Drama, Romance",Anurag Basu,Anurag Basu,Kangana Ranaut,Irrfan Khan,Dharmendra
yuva,    14 Crores, U/A (INDIA),22-May-04, 2 HOURS  41 MINUTES,₹ 12 CRORES,"Action, Adventure, Crime, Drama, Thriller",Mani Ratnam,Mani Ratnam,Rani Mukerji,Ajay Devgan,Kareena Kapoor Khan
toilet-ek-prem-katha,    311 Crores, U/A (INDIA),10-Aug-17, 2 HOURS  41 MINUTES,₹ 32 CRORES,"Comedy, Drama",Shree Narayan Singh,Arjun Kapoor,Shree Narayan Singh,Bhumi Pednekar,Akshay Kumar
khakee1,    25 Crores, U (INDIA),23-Jan-04, 2 HOURS  24 MINUTES,₹ 26 CRORES,"Action, Adventure, Drama, Thriller, Crime",Rajkumar Santoshi,Bharat S Shah,Akshay Kumar,Aishwarya Rai Bachchan,Ajay Devgan
bala1,    110 Crores, U/A (INDIA),7-Nov-19, 2 HOURS  13 MINUTES,₹ 32 CRORES,"Comedy, Romance, Drama",Amar Kaushik,Dinesh Vijan,Amar Kaushik,Bhumi Pednekar,Yami Gautam
bhool-bhulaiyaa,    49 Crores, U/A (INDIA),12-Oct-07, 2 HOURS  44 MINUTES,₹ 32 CRORES,"Comedy, Horror, Mystery, Thriller",Priyadarshan Nair,Bhushan Kumar,Akshay Kumar,Vidya Balan,Shiney Ahuja
parineeta,    16 Crores, U (INDIA),10-Jun-05, 2 HOURS  10 MINUTES,₹ 17 CRORES,"Drama, Musical, Romance",Pradeep Sarkar,Vidhu Vinod Chopra,Vidya Balan,Saif Ali Khan,Amitabh Bachchan
gold,    102 Crores, U/A (INDIA),15-Aug-18, 2 HOURS  33 MINUTES,₹ 107 CRORES,"Drama, History, Sport",Reema Kagti,Farhan Akhtar,Akshay Kumar,Farhan Akhtar,Mouni Roy
maachis,    4 Crores,,,,,,Gulzar Kalra,Rv Pandit,Tabu Hashmi,Jimmy Shergill,Om Puri
badlapur,    49 Crores, U/A (INDIA),19-Feb-15, 2 HOURS  8 MINUTES,₹ 29 CRORES,"Action, Drama, Crime, Thriller",Sriram Raghavan,Sunil Lulla,Varun Dhawan,Yami Gautam,Radhika Apte
ishqiya,    22 Crores, A (INDIA),29-Jan-10, 1 HOUR  58 MINUTES,₹ 19 CRORES,"Comedy, Drama, Romance, Thriller",Abhishek Chaubey,Vishal Bhardwaj,Vidya Balan,Naseeruddin Shah,Salman Shahid
holiday-a-soldier-is-never-off-duty,    178 Crores, U/A (INDIA),5-Jun-14, 2 HOURS  51 MINUTES,₹ 50 CRORES,"Action, Adventure, Crime, Drama, Thriller, Mystery, Romance",A.r. Murugadoss,Aruna Bhatia,Ar Murugadoss,Akshay Kumar,Sonakshi Sinha
sachin,    76 Crores, U (INDIA),13-Apr-17, 2 HOURS  18 MINUTES,,"Documentary, Biography, Drama, Sport",James Erskine,Ravi Bhagchandka,Mahendra Singh Dhoni,Virender Sehwag,Mayur More
gupt-the-hidden-truth,    25 Crores,,,,,,Rajiv Rai,Gulshan Rai,Kajol Devgn,Bobby Deol,Manisha Koirala
page-3,    8 Crores, A (INDIA),21-Jan-05, 2 HOURS  19 MINUTES,₹ 4 CRORES,Drama,Madhur Bhandarkar,Bobby Pushkarna,Sunil Shetty,Shashank,Konkona Sen Sharma
rab-ne-bana-di-jodi,    84 Crores, U (INDIA),12-Dec-08, 2 HOURS  44 MINUTES,₹ 39 CRORES,"Comedy, Drama, Romance, Music, Musical",Aditya Chopra,Aditya Chopra,Anushka Sharma,Rani Mukerji,Kajol Devgn
dil-to-pagal-hai,    34 Crores,,,,,,Yash Chopra,Yash Chopra,Akshay Kumar,Shahid Kapoor,Madhuri Dixit
hum-hain-rahi-pyar-ke,    9 Crores,,,,,,Mahesh Bhatt,Bharat S Shah,Aamir Khan,Juhi Chawla,Kunal Khemu
baghban,    20 Crores,,,,,,Ravi Chopra,Bharat S Shah,Amitabh Bachchan,Salman Khan,Mahima Choudhary
saajan,    18 Crores,,,,,,Lawrence D'souza,Sudhakar Bokade,Madhuri Dixit,Salman Khan,Sanjay Dutt
fanaa,    51 Crores, U (INDIA),26-May-06, 2 HOURS  48 MINUTES,₹ 30 CRORES,"Drama, Romance, Thriller, Musical",Kunal Kohli,Aditya Chopra,Aamir Khan,Kajol Devgn,Tabu Hashmi
tamasha,    68 Crores, U/A (INDIA),26-Nov-15, 2 HOURS  31 MINUTES,₹ 87 CRORES,"Comedy, Drama, Romance",Imtiaz Ali,Imtiaz Ali,Deepika Padukone,Ranbir Kapoor,Sukhesh Arora
peepli,    46 Crores, A (INDIA),13-Aug-10, 1 HOUR  35 MINUTES,₹ 10 CRORES,"Comedy, Drama",Mahmood Farooqui,Aamir Khan,Mahmood Farooqui,Anusha Rizvi,Naseeruddin Shah
102-not-out,    51 Crores, U (INDIA),3-May-18, 1 HOUR  42 MINUTES,₹ 35 CRORES,"Comedy, Drama",Umesh Shukla,Bhushan Kumar,Amitabh Bachchan,Rishi Kapoor,Rakhi Kumari
dhamaal,    32 Crores, U (INDIA),7-Sep-07, 2 HOURS  16 MINUTES,₹ 19 CRORES,"Adventure, Comedy, Crime, Mystery, Action, Drama",Indra Kumar,Indra Kumar,Sanjay Dutt,Riteish Deshmukh,Arshad Warsi
band-baaja-baaraat,    23 Crores, U (INDIA),10-Dec-10, 2 HOURS  19 MINUTES,₹ 15 CRORES,"Comedy, Drama, Romance",Maneesh Sharma,Aditya Chopra,Anushka Sharma,Ranveer Singh,Manish Chaudhari
kaho-naa-pyaar-hai,    44 Crores,,,,,,Rakesh Roshan,Rakesh Roshan,Hrithik Roshan,Anupam Kher,Ameesha Patel
amal,    44 Crores,,8-Aug-08, 1 HOUR  41 MINUTES,$ 5 MILLION,Drama,Richie Mehta,,Naseeruddin Shah,Seema Biswas,Rupinder Nagra
guzaarish,    29 Crores, U/A (INDIA),16-Nov-10, 2 HOURS  7 MINUTES,₹ 74 CRORES,"Comedy, Drama, Romance",Sanjay Leela Bhansali,Sanjay Leela Bhansali,Aishwarya Rai Bachchan,Hrithik Roshan,Aditya Roy Kapoor
aankhen1,    17 Crores,,,,,,Vipul Amrutlal Shah,Gaurang Doshi,Akshay Kumar,Arjun Rampal,Amitabh Bachchan
pyaar-ka-punchnama-2,    60 Crores,,,,,,Luv Ranjan,Abhishek Pathak,Kartik Aaryan,Nushrat Bharucha,Sunny Singh Nijjar
dil-hai-ki-manta-nahin,    4 Crores,,,,,,Mahesh Bhatt,Gulshan Kumar,Aamir Khan,Anupam Kher,Sameer Chitre
the-stoneman-murders,    59 Lakhs, U/A (INDIA),13-Feb-09, 1 HOUR  35 MINUTES,₹ 4 CRORES,"Crime, Drama, Mystery, Thriller",Manish Gupta,Bobby Bedi,Priya Ahuja,Kay Kay Menon,Rukhsar Rehman
soorma,    32 Crores, U (INDIA),12-Jul-18, 2 HOURS  11 MINUTES,₹ 31 CRORES,"Biography, Sport, Drama",Shaad Ali,Chitrangda Singh,Diljit Dosanjh,Taapsee Pannu,Sidharth Shukla
raman-raghav-20,    6 Crores, A (INDIA),24-Jun-16, 2 HOURS  20 MINUTES,₹ 10 CRORES,"Crime, Drama, Thriller",Anurag Kashyap,Anurag Kashyap,Sobhita Dhulipala,Anuschka Sawhney,Nawazuddin Siddiqui
mardaani-2,    46 Crores, U/A (INDIA),13-Dec-19,,₹ 27 CRORES,"Action, Drama, Thriller, Crime",Gopi Puthran,Aditya Chopra,Rani Mukerji,Richa Meena,Vikram Singh Chauhan
sanam-teri-kasam,    8 Crores, U (INDIA),5-Feb-16, 2 HOURS  35 MINUTES,₹ 19 CRORES,"Drama, Musical, Romance",Radhika Rao,Sunil A Lulla,Vinay Sapru,Mawra Hocane,Harshvardhan Rane
apaharan,    15 Crores,,,,,,Prakash Jha,Manmohan Shetty,Ajay Devgan,Nana Patekar,Bipasha Basu
mard-ko-dard-nahi-hota1,    2 Crores, U/A (INDIA),21-Mar-19, 2 HOURS  17 MINUTES,₹ 17 CRORES,"Action, Comedy, Drama",,,,,
ghatak-lethal,    44 Crores,,,,,,Rajkumar Santoshi,Rajkumar Santoshi,Amitabh Bachchan,Sunny Deol,Mamta Kulkarni
sultan,    300 Crores, U/A (INDIA),6-Jul-16, 2 HOURS  50 MINUTES,₹ 145 CRORES,"Action, Drama, Family, Romance, Sport",Ali Abbas Zafar,Aditya Chopra,Anushka Sharma,Salman Khan,Randeep Hooda
lakshmi2,    29 Lakhs, A (INDIA),21-Mar-14, 1 HOUR  55 MINUTES,₹ 4 CRORES,"Drama, Musical",Nagesh Kukunoor,Satish Kaushik,Flora Saini,Ram Kapoor,Shefali Shetty
sonu-ke-titu-ki-sweety,    100 Crores, U/A (INDIA),23-Feb-18, 2 HOURS  20 MINUTES,₹ 40 CRORES,"Comedy, Romance, Drama, Romantic comedy",Luv Ranjan,Bhushan Kumar,Kartik Aaryan,Nushrat Bharucha,Sunny Singh Nijjar
wall-e,    533 Million, G (SINGAPORE),28-Aug-08, 2 HOURS  28 MINUTES,$ 180 MILLION,"Animation, Adventure, Family, Sci-fi, Short, Comedy",Andrew Stanton,Jim Morris,Sigourney Weaver,Macintalk,Annasophia Robb
aashiqui-2,    78 Crores, U (INDIA),25-Apr-13, 2 HOURS  13 MINUTES,₹ 15 CRORES,"Drama, Musical, Romance, Music",Mohit Suri,Bhushan Kumar,Shraddha Kapoor,Salil Acharya,Aditya Roy Kapoor
don-2,    106 Crores, U (INDIA),23-Dec-11, 2 HOURS  19 MINUTES,₹ 76 CRORES,"Action, Crime, Thriller, Drama, Mystery, Adventure",Farhan Akhtar,Shah Rukh Khan,Hrithik Roshan,Priyanka Chopra,Shah Rukh Khan
mudda-370-jk,    4 Lakhs,,13-Dec-19, 2 HOURS  12 MINUTES,,"Action, Drama",,,Anita Raj Hingorani,Raj Zutshi,Hiten Tejwani
sehar,    1 Crores,,,,,,Kabeer Kaushik,,Mahima Choudhary,Arshad Warsi,Pankaj Kapur
batla-house,    84 Crores, U/A,15-Aug-19,,₹ 56 CRORES,"Action, Thriller, Drama, Crime",Nikkhil Advani,Bhushan Kumar,John Abraham,Mrunal Thakur,Manish Chaudhari
raajneeti,    92 Crores, U/A (INDIA),4-Jun-10, 2 HOURS  48 MINUTES,₹ 61 CRORES,"Crime, Drama, Thriller, Action",Prakash Jha,Prakash Jha,Arjun Rampal,Ajay Devgan,Katrina Kaif
khal-nayak,    23 Crores,,,,,,Subhash Ghai,Subhash Ghai,Rakhee Gulzar,Madhuri Dixit,Sanjay Dutt
1942-a-love-story,    89 Crores,,,,,,Vidhu Vinod Chopra,Vidhu Vinod Chopra,Anil Kapoor,Manisha Koirala,Jackie Shroff
tanu-weds-manu-returns,    148 Crores, U/A (INDIA),21-May-15, 2 HOURS  8 MINUTES,₹ 39 CRORES,"Comedy, Drama, Romance",Aanand L. Rai,Kishore Lulla,Aanand L Rai,Kangana Ranaut,R Madhavan
raid1,    98 Crores, U/A (INDIA),16-Mar-18, 2 HOURS  10 MINUTES,₹ 72 CRORES,"Action, Drama, Crime, Thriller",,,,,
sarbjit-film,    43 Crores, U/A (INDIA),20-May-16, 2 HOURS  11 MINUTES,₹ 15 CRORES,"Biography, Drama, History, Musical",Omung Kumar,Bhushan Kumar,Ishwar Singh Muchhal,Aishwarya Rai Bachchan,Randeep Hooda
om-shanti-om,    78 Crores, U/A (INDIA),7-Nov-07, 2 HOURS  42 MINUTES,₹ 40 CRORES,"Action, Comedy, Drama, Musical, Romance, Thriller, Fantasy",Farah Khan,Shah Rukh Khan,Akshay Kumar,Arjun Rampal,Rani Mukerji
gabbar-is-back,    86 Crores, U/A (INDIA),30-Apr-15, 2 HOURS  10 MINUTES,₹ 79 CRORES,"Action, Crime, Drama, Thriller, Comedy",Krish Jagarlamudi,Sanjay Leela Bhansali,Radhakrishna Jagarlamudi,Akshay Kumar,Kareena Kapoor Khan
agneepath1,    119 Crores, U/A (INDIA),26-Jan-12, 2 HOURS  54 MINUTES,₹ 71 CRORES,"Action, Crime, Drama",Karan Malhotra,Karan Johar,Hrithik Roshan,Priyanka Chopra,Katrina Kaif
city-lights,    6 Crores, U/A (INDIA),30-May-14, 2 HOURS  7 MINUTES,₹ 9 CRORES,"Drama, Thriller",Hansal Mehta,Mukesh Bhatt,Mallhar Goenka,Patralekha Paul,Rajkummar Rao
good-newwz-m,    196 Crores, U/A (INDIA),27-Dec-19, 2 HOURS  14 MINUTES,₹ 117 CRORES,"Comedy, Drama, Romance",Raj Mehta,Aruna Bhatia,Akshay Kumar,Kareena Kapoor Khan,Tanmay Dhanania
laal-kaptaan,    2 Crores, A (INDIA),18-Oct-19, 2 HOURS  35 MINUTES,₹ 41 CRORES,"Drama, Action",,,Deepak Dobriyal,Saif Ali Khan,Sonakshi Sinha
awarapan,    7 Crores,,,,,,Mohit Suri,,Emraan Hashmi,Shriya Saran,Salil Acharya
filmistaan1,    6 Crores, U (INDIA),6-Jun-14, 1 HOUR  57 MINUTES,₹ 7 CRORES,"Comedy, Drama",Nitin Kakkar,Shaila Tanna,Nitin Kakkar,Gopal Datt,Kumud Mishra
mardaani,    35 Crores, A (INDIA),21-Aug-14, 1 HOUR  53 MINUTES,₹ 21 CRORES,"Action, Drama, Thriller, Crime",Pradeep Sarkar,Aditya Chopra,Rani Mukerji,Priyanka Sharma,Tahir Raj Bhasin
lootera-i,    27 Crores, U/A (INDIA),4-Jul-13, 2 HOURS  23 MINUTES,₹ 32 CRORES,"Drama, Romance, Family",Vikramaditya Motwane,Anurag Kashyap,Ranveer Singh,Sonakshi Sinha,Adil Hussain
99-i,    10 Crores,,,,,,Raj Nidimoru,,Krishna D.k.,Krishna Dk,Vinod Khanna
ek-chalis-ki-last-local,    1 Crores, A (INDIA),18-May-07, 2 HOURS  23 MINUTES,₹ 3 CRORES,"Adventure, Comedy, Crime, Drama",Sanjay M. Khanduri,Bharat S Shah,Sanjay M Khanduri,Himanshu Bhatt,Abhay Deol
te3n,    18 Crores, U/A (INDIA),10-Jun-16, 2 HOURS  16 MINUTES,₹ 34 CRORES,"Drama, Mystery, Thriller",Ribhu Dasgupta,Suresh Nair,Vidya Balan,Amitabh Bachchan,Ardhendu Banerjee
shaurya-it-takes-courage-to-make-right-right,    2 Crores, A (INDIA),4-Apr-08, 2 HOURS  25 MINUTES,₹ 4 CRORES,"Crime, Drama, Thriller",Samar Khan,Rupali Mehta,Shah Rukh Khan,Seema Biswas,Deepak Dobriyal
gunda,    2 Crores,,,,,,Kanti Shah,,Mithun Chakraborty,Verna Raj,Mohan Joshi
mom,    31 Crores, U/A (INDIA),6-Jul-17, 2 HOURS  27 MINUTES,₹ 37 CRORES,"Drama, Thriller, Crime",Ravi Udyawar,Boney Kapoor,Akshaye Khanna,Sridevi Kapoor,Nawazuddin Siddiqui
kaabil,    86 Crores,,,,,,,,,,
2-states,    101 Crores, U/A (INDIA),17-Apr-14, 2 HOURS  29 MINUTES,₹ 45 CRORES,"Comedy, Drama, Romance",Abhishek Varman,Sajid Nadiadwala,Alia Bhatt,Arjun Kapoor,Revathi
yeh-suhaagraat-impossible,    101 Crores,,,,,,Abhinav Thakur,Jayesh Patel,Vishwajeet Samrat,Aarav Mavi,Aloknath Pathak
netaji-subhas-chandra-bose-the-forgotten-hero,    240 Crores,,,,,,Shyam Benegal,,Vinay Anand,Nalini Chatterjee,Vikrant Chaturvedi
yevadu-21,    71 Crores,,,,,,Krishna Vamshi,Bandla Ganesh,Kajal Aggarwal,Ram Charan Teja,Bandla Ganesh
namastey-london,    37 Crores, U (INDIA),23-Mar-07, 2 HOURS  16 MINUTES,₹ 31 CRORES,"Comedy, Drama, Romance",Vipul Amrutlal Shah,Bharat S Shah,Akshay Kumar,Katrina Kaif,Rishi Kapoor
hum-tum,    21 Crores, U (INDIA),28-May-04, 2 HOURS  22 MINUTES,₹ 8 CRORES,"Comedy, Drama, Romance, Musical",Kunal Kohli,Kunal Kohli,Rani Mukerji,Saif Ali Khan,Rishi Kapoor
dream-girl4,    139 Crores, U/A (INDIA),13-Sep-19, 2 HOURS  13 MINUTES,₹ 36 CRORES,"Comedy, Romance, Drama, Romantic comedy",Raaj Shaandilyaa,Aashish Singh,Ayushmann Khurrana,Riteish Deshmukh,Nushrat Bharucha
d-day-i,    40 Crores, U/A (INDIA),19-Jul-13, 2 HOURS  34 MINUTES,₹ 28 CRORES,"Action, Adventure, Crime, Drama, Thriller",Nikhil Advani,Madhu Bhojwani,Arjun Rampal,Irrfan Khan,Rishi Kapoor
bareilly-ki-barfi,    34 Crores, U/A (INDIA),18-Aug-17, 2 HOURS  2 MINUTES,₹ 20 CRORES,"Comedy, Romance, Drama, Romantic comedy",Ashwini Iyer Tiwari,Vineet Jain,Kriti Sanon,Ayushmann Khurrana,Rajkummar Rao
poorna,    3 Crores, U (INDIA),31-Mar-17, 1 HOUR  40 MINUTES,₹ 3 CRORES,"Biography, Drama, Adventure",Rahul Bose,Rahul Bose,Heeba Shah,Aditi Inamdar,Rahul Bose
dharm,    16 Lakhs,,,,,,Bhavna Talwar,,Pankaj Kapur,Supriya Pathak,Hrishitaa Bhatt
shootout-at-lokhandwala,    29 Crores, A (INDIA),25-May-07, 2 HOURS  25 MINUTES,₹ 18 CRORES,"Action, Crime, Drama, Biography, History",Apoorva Lakhia,Shobha Kapoor,Amitabh Bachchan,Sanjay Dutt,Abhishek Bachchan
love-aaj-kal,    33 Crores,,,,,,Imtiaz Ali,Saif Ali Khan,Deepika Padukone,Saif Ali Khan,Rishi Kapoor
baadshah1,    65 Crores,,,,,,Abbas Alibhai Burmawalla,Bharat S Shah,Mastan Alibhai Burmawalla,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla
fan-i,    90 Crores, U/A (INDIA),15-Apr-16, 2 HOURS  22 MINUTES,₹ 120 CRORES,"Action, Adventure, Drama, Thriller, Crime",Maneesh Sharma,Aditya Chopra,Shah Rukh Khan,Jack Gover,Puja Panchkoty
ishq,    50 Crores,,,,,,Indra Kumar,Gordhan Tanwani,Aamir Khan,Ajay Devgan,Kajol Devgn
khatarnak-policewala,    21 Crores,,,,,,,,,,
pardes,    22 Crores,,,,,,Subhash Ghai,Bharat S Shah,Shah Rukh Khan,Mahima Choudhary,Apoorva Agnihotri
welcome-i,    70 Crores, U/A (INDIA),20-Dec-07, 2 HOURS  41 MINUTES,₹ 48 CRORES,"Comedy, Crime, Drama, Romance",Anees Bazmee,Firoz Nadiadwala,Anees Bazmee,Akshay Kumar,Katrina Kaif
the-dirty-picture,    79 Crores, A (INDIA),2-Dec-11, 2 HOURS  24 MINUTES,₹ 31 CRORES,"Biography, Comedy, Drama, Romance",Milan Luthria,Shobha Kapoor,Emraan Hashmi,Vidya Balan,Naseeruddin Shah
suraj-ka-satvan-ghoda,    ,,,,,,Shyam Benegal,,Rakesh Dhar,Ila Arun,Siraj Ahmed
jannat-in-search-of-heaven,    68 Crores, U/A (INDIA),16-May-08, 2 HOURS  20 MINUTES,₹ 12 CRORES,"Crime, Drama, Romance",Kunal Deshmukh,,Emraan Hashmi,Sonal Chauhan,Sameer Kochhar
krantiveer,    9 Crores,,,,,,Mehul Kumar,Mehul Kumar,Nana Patekar,Dimple Kapadia,Atul Agnihotri
